SKU_Code,Product_Name,Brand,Category,Actual_Total,Forecast_Total,Volume_Error_%,Volume_Accuracy_%,MAE,Bias,Bias_%,Train_Days,Test_Days,Performance_Category
571378,VASELINE GLUTA HYA FLAWLESS GLOW 200ML,Vaseline,SKIN,36.0,51.9940503831679,44.43,55.57,1.28592947217258,15.994050383167902,44.43,118,19,Fair
576883,LAKME 9TO5 HYA MAT LIPSTK SANGRASNDY3.6G,Lakme,MAKEUP,41.0,60.29872063859576,47.07,52.93,1.1559570724617216,19.29872063859576,47.07,86,23,Fair
571427,LAKME SOLUTION MASK REVITALIZING 25ML,Lakme,SKIN,34.0,50.41109261687617,48.27,51.73,1.1094311733480782,16.411092616876168,48.27,138,21,Fair
530344,LAK ABS MATTE 16H 03GOLD MED,Lakme,MAKEUP,56.0,83.04471506000833,48.29,51.71,1.704537764504367,27.04471506000833,48.29,191,24,Fair
571134,LBP CURRY LEAVES CONDITIONER 200ML,LBP,HAIR CARE,25.0,37.11191683740268,48.45,51.55,0.7387119855996621,12.111916837402681,48.45,132,18,Fair
571141,LBP RICE WTR ANGLICA SEED OIL CNDTNR200M,LBP,HAIR CARE,56.0,83.1929504758609,48.56,51.44,1.404500469183577,27.192950475860897,48.56,161,27,Fair
570963,SIMPLE KTS SOOTHING FACIAL TONER 200ML,Simple,SKIN,80.0,118.99020275949836,48.74,51.26,2.075851387617951,38.99020275949836,48.74,222,25,Fair
545192,LAKME 9TO5 P+M COMPACT NATURALALMOND9G,Lakme,MAKEUP,27.0,40.26711762713231,49.14,50.86,1.0551919338446258,13.267117627132308,49.14,157,16,Fair
524361,PONDS WB PW GLOW FCL FOAM 50GM,Ponds,SKIN,26.0,38.93219923021642,49.74,50.26,0.8786741984092639,12.932199230216419,49.74,143,17,Fair
563013,LAKME FACEIT COMPACT PEARL 9G,Lakme,MAKEUP,46.0,68.98639797589499,49.97,50.03,1.2807987769173026,22.986397975894988,49.97,182,21,Fair
571379,VASELINE GLUTA HYA RAIDANCE GLOW 200ML,Vaseline,SKIN,65.0,97.72397198101082,50.34,49.66,1.7530349184348355,32.72397198101082,50.34,192,24,Fair
574106,LAKME MU+SC VITC SG SP PRIMER 30ML,Lakme,MAKEUP,86.0,42.49150254560505,50.59,49.41,1.777372816355875,-43.50849745439495,-50.59,186,28,Fair
528814,VAS HEALTHY WHITE 100ML SPF24,Vaseline,SKIN,30.0,45.5187096750911,51.73,48.27,0.8851268610475863,15.518709675091102,51.73,126,22,Fair
533408,LAK ABS MAT SN MUSE ROSEFAIR02,Lakme,MAKEUP,27.0,41.61292811236169,54.12,45.88,0.8081374295816289,14.612928112361693,54.12,111,19,Fair
522192,VAS INT CARE HW SL BLTN 300ML,Vaseline,SKIN,28.0,43.155569898591594,54.13,45.87,1.279795815469358,15.155569898591594,54.13,116,16,Fair
574744,TRESEMME HAIRFALL DEFENSE+ SHAMPOO 580M,TRESEMME,HAIR CARE,57.0,88.05055170290653,54.47,45.53,1.7439004140452574,31.05055170290653,54.47,169,23,Fair
574099,LAKME MU+SC VITC SG SP COMPACT BEIG248GM,Lakme,MAKEUP,21.0,32.63866032796702,55.42,44.58,0.791169404766492,11.638660327967017,55.42,115,17,Fair
570935,LBP COFFEE & WARM VANILLA BW 200ML,LBP,PW,2.0,3.135191144403026,56.76,43.24,1.7117303814676752,1.1351911444030258,56.76,128,1,Fair
529497,VAS BODY LTN COCOA GLOW 300ML,Vaseline,SKIN,55.0,23.351066131496513,57.54,42.46,1.351979593119058,-31.648933868503487,-57.54,120,25,Fair
545231,LAKME SUN EXPERT GEL SPF50 50G,Lakme,SKIN,30.0,47.41468782180197,58.05,41.95,0.9731319961007556,17.41468782180197,58.05,145,21,Fair
571259,LAKME TRUEWEAR COLOR CRUSH 525,Lakme,MAKEUP,48.0,76.78923041838115,59.98,40.02,1.6129887939579726,28.789230418381152,59.98,187,21,Fair
576897,LAKME 9TO5 HYA MATTEPRESS POWDR SAND9GM,Lakme,MAKEUP,38.0,60.793921421333685,59.98,40.02,1.1192824856728174,22.793921421333685,59.98,115,20,Fair
533401,LAK ABS WI W&D COMP GLDN LGT04,Lakme,MAKEUP,36.0,58.2876355425897,61.91,38.09,1.0957036805250664,22.287635542589697,61.91,181,22,Poor
533683,LAK YOUTH INF DAY CRM 50GM,Lakme,SKIN,43.0,69.64250963482311,61.96,38.04,1.084316490440476,26.642509634823114,61.96,148,24,Poor
572048,LAKME EYECONIC PRO BRUSH LINER 1.2G,Lakme,MAKEUP,77.0,28.796606612296344,62.6,37.4,2.52115921185559,-48.203393387703656,-62.6,129,24,Poor
530345,LAK ABS MATTE 16H 05 BEIGEHNY,Lakme,MAKEUP,29.0,47.832764917044514,64.94,35.06,1.2089460751418968,18.832764917044514,64.94,125,16,Poor
535310,V WASH PLUS 100ML,V Wash,PW,39.0,64.41438964934639,65.17,34.83,1.1369614106374295,25.41438964934639,65.17,161,20,Poor
573561,LAKME FACELIFT FND STICKWARMBEIGE,Lakme,MAKEUP,16.0,26.51435042858882,65.71,34.29,0.6938576561385061,10.51435042858882,65.71,115,12,Poor
544922,DOVE GENTLE EXFOLIATING BW 250ML,DOVE,PW,38.0,63.56566750198899,67.28,32.72,1.1401639333168565,25.56566750198899,67.28,137,21,Poor
571247,LAKME TRUEWEAR COLOR CRUSH 403,Lakme,MAKEUP,134.0,42.959331057847386,67.94,32.06,3.0728486941444193,-91.04066894215262,-67.94,156,30,Poor
518228,DOVE CR 180 DAILY THERAPY,DOVE,HAIR CARE,34.0,57.68832012108976,69.67,30.33,1.0158864007115158,23.68832012108976,69.67,127,21,Poor
547494,LAKME PEACH MILK MOIST SPF24 200M,Lakme,SKIN,30.0,51.116805819724085,70.39,29.61,0.9804410467240706,21.116805819724085,70.39,162,19,Poor
526208,DOVE SH 650 INT DAMAGE THERPAY,DOVE,HAIR CARE,40.0,68.2684609337946,70.67,29.33,1.0576675198062286,28.2684609337946,70.67,146,21,Poor
576869,LAK 9TO5 HYA MAT LIP LIQUID POWERHOUSPLM,Lakme,MAKEUP,38.0,65.39069983098305,72.08,27.92,1.2332279076417596,27.390699830983053,72.08,83,23,Poor
508825,LAK CLEANSING MILK 120ML,Lakme,SKIN,31.0,53.73533709785117,73.34,26.66,1.2021519697234675,22.735337097851172,73.34,161,19,Poor
572282,LAKME LIP LOVE LIP MASK,Lakme,SKIN,26.0,45.1095143943931,73.5,26.5,1.049327708739301,19.109514394393102,73.5,121,15,Poor
571426,LAKME SOLUTION MASK REJUVENATING 25ML,Lakme,SKIN,34.0,59.520286303337784,75.06,24.94,1.329360948529179,25.520286303337784,75.06,164,15,Poor
544924,DOVE BW DEEP NOUR 190ML,DOVE,PW,28.0,49.34697542069974,76.24,23.76,1.1172178685751832,21.346975420699742,76.24,149,17,Poor
573033,LAKME FACE IT BLUSH NATURAL ROSE B1 4GM,Lakme,MAKEUP,28.0,49.71432927761769,77.55,22.45,1.077510284635837,21.714329277617693,77.55,101,19,Poor
522342,DOVE CRM BEAUTY BATHBAR 125GX3,DOVE,PW,19.0,34.083512930645156,79.39,20.61,0.7938513373914208,15.083512930645156,79.39,131,15,Poor
571132,LBP COCONUT WTR & MIMOSA FLWR CR 200ML,LBP,HAIR CARE,25.0,44.92334016562243,79.69,20.31,1.180104116370167,19.923340165622427,79.69,108,14,Poor
555945,LAKME ABS ULTIMATE KOHL 1.2G,Lakme,MAKEUP,56.0,101.73136781804826,81.66,18.34,2.1136625257434156,45.731367818048255,81.66,202,25,Poor
556564,LAKME SUN EXPERT DE TAN SCRUB 50G,Lakme,SKIN,21.0,38.66403182598255,84.11,15.89,0.8804804288323005,17.664031825982548,84.11,135,16,Poor
573749,LAKME ULTIMATEGLAMCHROMENAIL RED6ML,Lakme,MAKEUP,40.0,73.89359213552413,84.73,15.27,1.3457249208332245,33.89359213552413,84.73,143,23,Poor
545194,LAKME EYECONIC CLASSIC BROWN 0.35G,Lakme,MAKEUP,30.0,55.57175247758992,85.24,14.76,1.3405174262700292,25.571752477589918,85.24,162,16,Poor
567371,LAKME BLUSH GLOW LEMON SHEET MASK25ML,Lakme,SKIN,20.0,37.55359583134155,87.77,12.23,0.7895670830867515,17.553595831341553,87.77,114,15,Poor
518445,PONDS WB PW GLOW CRM 50GM,Ponds,SKIN,24.0,45.7886420514794,90.79,9.21,1.081027424423597,21.7886420514794,90.79,143,16,Poor
573340,LAKME FACELIFT BROW SCULPT PALETTE,Lakme,MAKEUP,28.0,53.811648754505725,92.18,7.82,1.0400475031791352,25.811648754505725,92.18,137,18,Poor
538344,LAK ABS PORE FIX TONER 60M,Lakme,SKIN,24.0,46.344226643765666,93.1,6.9,1.2041005994418912,22.344226643765666,93.1,127,15,Poor
568972,VASELINE COCOA GLOW LOTION 600ML,Vaseline,SKIN,56.0,2.6753001602950333,95.22,4.78,1.8153593978069476,-53.32469983970497,-95.22,92,23,Poor
557160,LAKME ABS SPOTLIGHT ESP BERRYMARTINI 12G,Lakme,MAKEUP,17.0,33.29870214696063,95.87,4.13,0.9887643588658894,16.29870214696063,95.87,113,11,Poor
557157,LAKME ABS MICRO BROW PERFERCTER COFFEE,Lakme,MAKEUP,31.0,60.91331942091707,96.49,3.51,1.6123939605468138,29.91331942091707,96.49,148,15,Poor
526586,LAK PF RADIANCE FACE WASH 50ML,Lakme,SKIN,33.0,66.06946002443739,100.21,-0.21,1.306908784503418,33.06946002443739,100.21,165,21,Poor
567373,LAKME BLUSH GLOW WATERMELON SHET MSK25ML,Lakme,SKIN,29.0,58.39121719441703,101.35,-1.35,1.2656632671163444,29.39121719441703,101.35,151,17,Poor
572520,LAKME ABS LUMNSSKINTINT FND W160WARMSAND,Lakme,MAKEUP,36.0,72.56208562462884,101.56,-1.56,1.3346262270536662,36.562085624628835,101.56,207,19,Poor
571939,LAKME 9-5 P+S LIP SP2 PINK DREAM,Lakme,MAKEUP,18.0,36.489929649041365,102.72,-2.72,0.8602069180616833,18.489929649041365,102.72,131,13,Poor
533361,PONDS WB BB CREAM 18GM,Ponds,SKIN,20.0,41.081515322270505,105.41,-5.41,0.9727183189643536,21.081515322270505,105.41,119,14,Poor
566767,LAKME ABS MADE TO LAST SETTING SPRAY60ML,Lakme,MAKEUP,32.0,66.54460213597626,107.95,-7.95,1.3783604160740497,34.54460213597626,107.95,207,20,Poor
508836,PONDS FW WHITE BEAUTY100 Ml,Ponds,SKIN,19.0,39.545574464764826,108.13,-8.13,1.1152399970840892,20.545574464764826,108.13,118,13,Poor
526308,PONDS AM DAY CREAM SPF15 50G,Ponds,SKIN,32.0,67.27581655884703,110.24,-10.24,1.598714745476447,35.275816558847026,110.24,157,17,Poor
571137,LBP COCUNT WTR & MIMOSA FLWR SHAMPO400M,LBP,HAIR CARE,26.0,55.58141610064399,113.77,-13.77,1.2600446448739897,29.58141610064399,113.77,129,18,Poor
508824,LAK CLEANSING MILK 60ML,Lakme,SKIN,18.0,38.6228195579336,114.57,-14.57,0.8664501827992621,20.622819557933603,114.57,111,15,Poor
569194,LAKME ABS LOOSE FINISHING POWDR IVORY8GM,Lakme,MAKEUP,24.0,51.54288488977153,114.76,-14.76,1.248031344331458,27.54288488977153,114.76,150,14,Poor
572055,LAKME9-5 MAT2GLASLIQLIPMB01COCOA 7.6GM,Lakme,MAKEUP,16.0,35.131697272745306,119.57,-19.57,0.7992373915770764,19.131697272745306,119.57,116,13,Poor
573581,LAKME SUN EXPERT SPF 50PA+++ UVA/B 15G,Lakme,SKIN,14.0,30.887028090717585,120.62,-20.62,0.9085881148717996,16.887028090717585,120.62,128,12,Poor
570944,LBP TEA TREE CONDITIONER 200ML,LBP,HAIR CARE,20.0,45.02642240335406,125.13,-25.13,1.2277086251324436,25.02642240335406,125.13,107,14,Poor
533685,LAK YOUTH INF NIGHT CRM 50GM,Lakme,SKIN,17.0,38.70076410567241,127.65,-27.65,0.9638009550770558,21.700764105672413,127.65,140,13,Poor
554276,LAKME 9TO5 P+M FDN C280 COOL TAN 25ML,Lakme,MAKEUP,16.0,37.94934738465316,137.18,-37.18,0.9857123645882548,21.94934738465316,137.18,117,11,Poor
573331,LAKME ABS BND MAT LIP 104 MARONMGNT3.4GM,Lakme,MAKEUP,17.0,40.35175256905886,137.36,-37.36,1.103222477982625,23.35175256905886,137.36,118,12,Poor
533360,PONDS WB BB CREAM 9GM,Ponds,SKIN,15.0,35.77008986348437,138.47,-38.47,0.905279908928846,20.770089863484372,138.47,115,12,Poor
555347,LAKME TE FRVR LIQ LIP MAUVEPARTY,Lakme,MAKEUP,23.0,54.88011678534458,138.61,-38.61,1.1472181323425588,31.880116785344583,138.61,113,15,Poor
572053,LAKME9-5 MAT2GLAS LQLPMM01MLBRYWNE7.6GM,Lakme,MAKEUP,19.0,45.53202012938596,139.64,-39.64,1.2250941165042808,26.532020129385963,139.64,124,14,Poor
562396,LAKME 9TO5 VITAMIN C+ SERUM 30M,Lakme,SKIN,18.0,44.001240795760864,144.45,-44.45,0.971666203234676,26.001240795760864,144.45,156,16,Poor
571945,LAKME 9-5 P+S LIP SR5 WINE,Lakme,MAKEUP,11.0,27.297082606442412,148.16,-48.16,0.7872096330794068,16.297082606442412,148.16,120,8,Poor
572521,LAKME ABS LUMNSSKINTINT FND W240WRMBEIGE,Lakme,MAKEUP,16.0,41.58141291822638,159.88,-59.88,1.1413971850586162,25.581412918226377,159.88,158,11,Poor
573580,LAKME SUN EXPERT SPF 50 PA+++ UVA/B56M,Lakme,SKIN,14.0,37.75980530183423,169.71,-69.71,0.9570689962609692,23.759805301834227,169.71,125,11,Poor
527495,LAK PERF RAD COMPACT SPF20 03,Lakme,MAKEUP,23.0,62.91055774537621,173.52,-73.52,1.3810010210223345,39.91055774537621,173.52,161,18,Poor
571245,LAKME TRUEWEAR COLOR CRUSH 36,Lakme,MAKEUP,17.0,47.1956987739808,177.62,-77.62,1.2542349107250297,30.1956987739808,177.62,151,10,Poor
547495,PONDS LIGHT MOISTURISER 49G,Ponds,SKIN,12.0,33.98341721331561,183.2,-83.2,0.8832809428225101,21.98341721331561,183.2,138,10,Poor
562018,LAKME 9-5 P+M LIPMB1CHOCOLATECRUSH 3.6G,Lakme,MAKEUP,14.0,44.7897515700474,219.93,-119.93,1.0730735921277272,30.7897515700474,219.93,113,13,Poor
571229,LAKME TRUEWEAR COLOR CRUSH 14,Lakme,MAKEUP,9.0,28.915749236240956,221.29,-121.29,0.8414419515777852,19.915749236240956,221.29,137,7,Poor
517693,LAK PEACH MLK MOIST 60ML,Lakme,SKIN,13.0,41.78419282307923,221.42,-121.42,1.0486874413985283,28.78419282307923,221.42,135,11,Poor
563634,LAKME 9 TO 5 VITAMIN C FACE WASH 100G,Lakme,SKIN,12.0,41.36386555910288,244.7,-144.7,1.0259740250646534,29.363865559102877,244.7,113,11,Poor
564257,LAKME PERFDEFNTN LIPLINER RICH WINE,Lakme,MAKEUP,18.0,65.69007534317836,264.94,-164.94,2.2926588956661775,47.690075343178364,264.94,136,13,Poor
572519,LAKME ABS LUMNSSKINTINT FND N200NUTRALND,Lakme,MAKEUP,11.0,46.295565543128355,320.87,-220.87,1.199390470346349,35.295565543128355,320.87,151,10,Poor
518538,LAK 9TO5 EYE QURT DESERT ROSE,Lakme,MAKEUP,22.0,92.65874792526058,321.18,-221.18,2.3552915975086868,70.65874792526058,321.18,111,17,Poor
571265,LAKME TRUEWEAR COLOR CRUSH 91,Lakme,MAKEUP,11.0,47.36443836039098,330.59,-230.59,1.212147945346366,36.36443836039098,330.59,114,11,Poor
508813,VAS BODY LOTION ALOE SOOTH300M,Vaseline,SKIN,8.0,53.689747263125824,571.12,-471.12,1.5432158988852882,45.689747263125824,571.12,109,7,Poor
563935,LAKME 9-5 LIQ CONCEALER 30 CINNAMON,Lakme,MAKEUP,0.0,4.857013900899655,inf,-inf,0.3238009267266436,4.857013900899655,inf,96,0,Poor
572550,LAKME GCSHINE NAIL COLORLAVENDER GLAM,Lakme,MAKEUP,0.0,28.65494701998115,inf,-inf,1.4327473509990578,28.65494701998115,inf,120,0,Poor
